,Champion,Against,VS. Times,VS. Won,VS. Win Rate
581,Ezreal,Rakan,597,276,46.231155778894475
582,Yasuo,Vayne,621,275,44.28341384863124
583,Leona,Jinx,576,275,47.74305555555556
584,Nami,Talon,557,275,49.371633752244165
585,Lux,Ekko,571,275,48.161120840630474
586,Lulu,Sylas,527,274,51.992409867172675
587,Thresh,Aphelios,522,274,52.490421455938694
588,MissFortune,Nami,533,274,51.40712945590994
589,Graves,Akali,498,274,55.020080321285135
590,Nami,Irelia,498,273,54.81927710843374
591,Soraka,Jhin,522,273,52.29885057471264
592,Xayah,Graves,563,273,48.49023090586146
593,Thresh,Vayne,580,273,47.06896551724138
594,Jhin,Bard,550,273,49.63636363636363
595,Yone,Vex,555,272,49.009009009009006
596,Jinx,Draven,483,272,56.31469979296067
597,Ekko,Lulu,617,272,44.08427876823339
598,Kayn,Jhin,584,272,46.57534246575342
599,Leblanc,Yone,501,272,54.29141716566866
600,Sona,Jhin,512,272,53.125
601,Graves,Fiora,498,272,54.61847389558233
602,Qiyana,Jinx,556,272,48.92086330935252
603,Graves,Vex,554,272,49.09747292418773
604,Ezreal,Irelia,580,271,46.724137931034484
605,Yasuo,Zed,575,271,47.130434782608695
606,Blitzcrank,Graves,525,271,51.61904761904762
607,Viego,Karma,554,271,48.91696750902527
608,Jhin,Senna,497,271,54.52716297786721
609,Caitlyn,Sylas,503,271,53.87673956262425
610,Lulu,Aphelios,503,270,53.677932405566594
611,Zed,Lux,528,270,51.13636363636363
612,Vayne,Ekko,489,270,55.21472392638037
613,Lux,Irelia,538,270,50.18587360594795
614,Galio,Jhin,503,269,53.47912524850894
615,Talon,Qiyana,554,269,48.55595667870036
616,Ekko,Talon,558,269,48.2078853046595
617,Lux,Rakan,528,269,50.9469696969697
618,Jinx,Jax,520,269,51.73076923076923
619,Sylas,TwistedFate,507,268,52.85996055226825
620,Kindred,Jhin,505,268,53.069306930693074
621,Jinx,Leblanc,549,268,48.816029143898
622,Irelia,Lux,538,268,49.814126394052046
623,Qiyana,Ezreal,526,268,50.950570342205324
624,LeeSin,Akali,500,268,53.6
625,Qiyana,Lux,485,267,55.05154639175258
626,Gragas,Jhin,506,267,52.76679841897233
627,Nami,Yasuo,521,267,51.24760076775432
628,Khazix,Jhin,564,267,47.340425531914896
629,Thresh,Leona,547,267,48.81170018281536
630,Jax,LeeSin,478,266,55.64853556485355
631,Tryndamere,Jhin,507,266,52.46548323471401
632,LeeSin,XinZhao,547,266,48.62888482632541
633,Jhin,Janna,514,266,51.75097276264592
634,Blitzcrank,LeeSin,500,265,53.0
635,Yasuo,Sylas,501,265,52.8942115768463
636,Leona,Viego,506,265,52.37154150197628
637,Irelia,Thresh,577,265,45.92720970537262
638,Sett,Jhin,573,265,46.247818499127405
639,Sylas,Ekko,545,265,48.62385321100918
640,Lux,Sylas,510,264,51.76470588235295
641,Hecarim,Graves,567,264,46.56084656084656
642,Caitlyn,Yuumi,502,264,52.589641434262944
643,Yasuo,Ekko,523,264,50.47801147227533
644,Jhin,Gwen,477,264,55.34591194968554
645,Yasuo,Viktor,587,264,44.97444633730835
646,Irelia,Yasuo,572,263,45.97902097902098
647,Rakan,Nami,541,263,48.613678373382626
648,Katarina,Jhin,514,263,51.16731517509727
649,Camille,Yuumi,499,263,52.705410821643284
650,Ezreal,Aphelios,554,263,47.47292418772563
651,LeeSin,Yuumi,542,262,48.33948339483395
652,Lucian,Leona,552,262,47.46376811594203
653,Syndra,Jhin,602,262,43.521594684385384
654,Ezreal,MissFortune,586,262,44.7098976109215
655,Vayne,Lulu,543,262,48.25046040515654
656,Qiyana,Viego,508,262,51.574803149606296
657,Zed,Thresh,517,262,50.67698259187621
658,Yone,Leona,549,262,47.72313296903461
659,Caitlyn,Rakan,474,261,55.06329113924051
660,Lux,Aphelios,515,260,50.48543689320388
661,Vayne,Irelia,469,260,55.437100213219615
662,Aphelios,Yone,538,260,48.3271375464684
663,Xayah,LeeSin,488,260,53.278688524590166
664,Nami,MissFortune,533,259,48.592870544090054
665,Blitzcrank,Caitlyn,467,259,55.46038543897216
666,Vex,LeeSin,535,259,48.41121495327103
667,Ezreal,Blitzcrank,546,259,47.43589743589743
668,Rakan,Lux,528,259,49.053030303030305
669,Soraka,Graves,471,259,54.989384288747345
670,Ekko,Yasuo,523,259,49.521988527724666
671,Lux,Yuumi,514,258,50.19455252918288
672,Ezreal,Qiyana,526,258,49.049429657794676
673,Lux,Zed,528,258,48.86363636363637
674,Sylas,Thresh,535,258,48.22429906542056
675,Zed,Vayne,506,258,50.988142292490124
676,Jhin,Karthus,554,258,46.57039711191336
677,Lucian,Yuumi,539,258,47.86641929499073
678,Yuumi,Jinx,596,258,43.288590604026844
679,Jhin,Poppy,505,258,51.08910891089109
680,Draven,Graves,513,258,50.29239766081871
681,Lulu,Qiyana,514,257,50.0
682,Aphelios,Camille,556,257,46.223021582733814
683,Nidalee,LeeSin,511,257,50.293542074364
684,Qiyana,Lulu,514,257,50.0
685,Zed,Irelia,492,257,52.235772357723576
686,Camille,Leona,466,257,55.15021459227468
687,Xayah,Viego,471,256,54.35244161358811
688,Camille,Xayah,509,256,50.29469548133595
689,Vex,Caitlyn,479,256,53.444676409185796
690,Kaisa,Lucian,469,256,54.58422174840085
691,Vayne,Jayce,495,256,51.717171717171716
692,Yuumi,Lux,514,256,49.80544747081712
693,Irelia,Lulu,561,255,45.45454545454545
694,MissFortune,Viego,469,255,54.37100213219617
695,Caitlyn,Ekko,537,255,47.486033519553075
696,Graves,Draven,513,255,49.707602339181285
697,Aphelios,Lux,515,255,49.51456310679612
698,Thresh,Zed,517,255,49.32301740812379
699,Camille,MissFortune,500,254,50.8
700,LeeSin,Nidalee,511,254,49.706457925636
701,Viego,Leblanc,507,254,50.09861932938856
702,Yasuo,Nami,521,254,48.75239923224568
703,Vex,Lucian,485,254,52.37113402061856
704,Ezreal,Kaisa,504,254,50.39682539682539
705,Graves,Blitzcrank,525,254,48.38095238095238
706,Leblanc,Viego,507,253,49.90138067061144
707,Talon,Vayne,540,253,46.85185185185185
708,Lucian,Leblanc,536,253,47.201492537313435
709,Zed,Nami,485,253,52.164948453608254
710,Xayah,Camille,509,253,49.70530451866404
711,Irelia,Camille,541,253,46.76524953789279
712,Sylas,Lulu,527,253,48.007590132827325
713,Draven,Yone,449,252,56.12472160356348
714,Nautilus,Jhin,500,252,50.4
715,Jinx,MissFortune,484,252,52.066115702479344
716,Lulu,Hecarim,475,252,53.05263157894737
717,Jhin,Twitch,488,252,51.63934426229508
718,Xayah,Lux,479,252,52.609603340292274
719,Draven,Ezreal,494,252,51.012145748987855
720,Zilean,Jhin,498,251,50.401606425702816
721,Yone,Yuumi,491,251,51.12016293279022
722,Camille,Karma,472,251,53.17796610169492
723,Sylas,Talon,496,251,50.60483870967742
724,Yone,Qiyana,527,251,47.6280834914611
725,Jax,Jinx,520,251,48.26923076923077
726,Jhin,Katarina,514,251,48.83268482490272
727,Pyke,Graves,529,251,47.44801512287334
728,Zed,Jayce,489,250,51.124744376278116
729,Ezreal,Akali,477,250,52.41090146750524
730,Sylas,Zed,493,250,50.709939148073026
731,Kindred,Graves,531,250,47.080979284369114
732,Kaisa,Ezreal,504,250,49.60317460317461
733,Graves,XinZhao,494,250,50.607287449392715
734,Jhin,Soraka,522,249,47.701149425287355
735,Caitlyn,Zed,487,249,51.129363449691986
736,Irelia,Viktor,578,249,43.0795847750865
737,Janna,Jhin,514,248,48.249027237354085
738,Jhin,Nautilus,500,248,49.6
739,Aphelios,Thresh,522,248,47.509578544061306
740,Vayne,Zed,506,248,49.01185770750988
741,Jhin,Zilean,498,247,49.59839357429719
742,TwistedFate,LeeSin,483,247,51.13871635610766
743,Vayne,Leona,442,247,55.88235294117647
744,Poppy,Jhin,505,247,48.91089108910891
745,Ashe,Jhin,428,247,57.71028037383178
746,Sylas,Lux,510,246,48.23529411764706
747,Viego,Qiyana,508,246,48.4251968503937
748,Xayah,Ezreal,523,246,47.03632887189293
749,Fiora,LeeSin,453,246,54.3046357615894
750,Xerath,Lux,429,246,57.34265734265735
751,Graves,Nautilus,449,246,54.78841870824054
752,MissFortune,Camille,500,246,49.2
753,Aphelios,Viego,534,246,46.06741573033708
754,Jhin,Kassadin,480,245,51.041666666666664
755,Rakan,Sylas,483,245,50.72463768115942
756,Vex,Lux,484,245,50.6198347107438
757,Ekko,Nami,490,245,50.0
758,Camille,Vex,451,245,54.32372505543237
759,Talon,Sylas,496,245,49.395161290322584
760,Karma,Nami,480,245,51.041666666666664
761,Nami,Ekko,490,245,50.0
762,XinZhao,Jinx,469,244,52.02558635394456
763,Jax,Lux,451,244,54.1019955654102
764,Vex,Lulu,476,244,51.26050420168067
765,XinZhao,Graves,494,244,49.392712550607285
766,Yasuo,Aphelios,459,244,53.15904139433552
767,Yuumi,Nami,484,244,50.413223140495866
768,Riven,Jhin,449,244,54.342984409799556
769,Lux,Leona,453,243,53.64238410596026
770,Thresh,Nami,528,243,46.02272727272727
771,Viego,Vex,475,243,51.1578947368421
772,Zed,Sylas,493,243,49.290060851926974
773,Karma,Thresh,476,243,51.05042016806722
774,MissFortune,Yone,481,243,50.51975051975052
775,MissFortune,Caitlyn,460,243,52.826086956521735
776,Talon,Aphelios,482,242,50.20746887966805
777,Vayne,Sylas,456,242,53.07017543859649
778,Viktor,Rakan,445,242,54.382022471910105
779,Zed,Camille,561,242,43.13725490196079
780,Hecarim,Lucian,453,242,53.42163355408388
781,Viego,Hecarim,477,242,50.73375262054507
782,Ezreal,Draven,494,242,48.987854251012145
783,Ezreal,Leblanc,481,242,50.311850311850314
784,Jhin,Zoe,476,242,50.84033613445378
785,Jhin,Tryndamere,507,241,47.53451676528599
786,Jinx,Xayah,460,241,52.391304347826086
787,Jhin,Renekton,447,241,53.914988814317674
788,MissFortune,Aphelios,439,241,54.89749430523918
789,Viego,Leona,506,241,47.62845849802372
790,Viktor,Ekko,472,241,51.059322033898304
791,Sylas,Malphite,409,241,58.924205378973106
792,Nami,Xayah,428,240,56.074766355140184
793,Aphelios,Talon,482,240,49.79253112033195
794,Nami,Yuumi,484,240,49.586776859504134
795,Karma,Ezreal,475,240,50.526315789473685
796,Sylas,Viego,523,240,45.88910133843212
797,Lux,Leblanc,469,240,51.1727078891258
798,Yuumi,Yone,491,240,48.87983706720978
799,Vex,Ezreal,468,240,51.28205128205128
800,Rakan,Aphelios,447,240,53.691275167785236
801,Jhin,Sona,512,240,46.875
802,Jayce,Vayne,495,239,48.282828282828284
803,Poppy,LeeSin,473,239,50.52854122621564
804,Nami,Leblanc,440,239,54.31818181818182
805,Jhin,Gragas,506,239,47.233201581027664
806,TwistedFate,Sylas,507,239,47.14003944773176
807,Camille,Leblanc,474,239,50.42194092827004
808,Lux,Vex,484,239,49.3801652892562
809,Lucian,Draven,474,239,50.42194092827004
810,Thresh,Yuumi,457,239,52.29759299781181
811,Irelia,Aphelios,454,239,52.6431718061674
812,Jayce,Zed,489,239,48.875255623721884
813,MissFortune,Lux,467,239,51.17773019271949
814,Leblanc,Ezreal,481,239,49.68814968814969
815,Jinx,Hecarim,466,238,51.072961373390555
816,Sylas,Hecarim,438,238,54.337899543378995
817,Sylas,Rakan,483,238,49.275362318840585
818,Ekko,Zed,452,238,52.654867256637175
819,Yuumi,Caitlyn,502,238,47.410358565737056
820,Zed,Caitlyn,487,238,48.870636550308014
821,Yone,MissFortune,481,238,49.48024948024948
822,Graves,TwistedFate,517,238,46.03481624758221
823,Jhin,Kindred,505,237,46.930693069306926
824,Lucian,Karma,468,237,50.641025641025635
825,Camille,Qiyana,465,236,50.752688172043015
826,LeeSin,TwistedFate,483,236,48.86128364389234
827,Yone,Karma,513,236,46.00389863547758
828,Akshan,Graves,455,236,51.868131868131876
829,Lulu,Xayah,468,236,50.427350427350426
830,Sylas,Yasuo,501,236,47.1057884231537
831,Yuumi,Camille,499,236,47.29458917835671
832,Qiyana,Caitlyn,434,236,54.377880184331794
833,Twitch,Jhin,488,236,48.36065573770492
834,Thresh,Ekko,470,236,50.212765957446805
835,Ezreal,Karma,475,235,49.473684210526315
836,Thresh,Leblanc,466,235,50.42918454935622
837,Yasuo,Jayce,540,235,43.51851851851852
838,Leblanc,Camille,474,235,49.57805907172996
839,Kassadin,Jhin,480,235,48.95833333333333
840,Irelia,Zed,492,235,47.764227642276424
841,LeeSin,Pyke,435,235,54.02298850574713
842,Jinx,Xerath,461,235,50.97613882863341
843,LeeSin,Blitzcrank,500,235,47.0
844,Aphelios,Jayce,459,235,51.19825708061002
845,Hecarim,Viego,477,235,49.266247379454924
846,Nami,Karma,480,235,48.95833333333333
847,Draven,Lucian,474,235,49.57805907172996
848,Ekko,Thresh,470,234,49.787234042553195
849,Jinx,Twitch,436,234,53.669724770642205
850,Zoe,Jhin,476,234,49.159663865546214
851,Leona,Rakan,513,234,45.614035087719294
852,LeeSin,Syndra,457,234,51.203501094091905
853,Jhin,Galio,503,234,46.52087475149106
854,Jax,Ezreal,433,234,54.04157043879908
855,LeeSin,Poppy,473,234,49.471458773784356
856,Sylas,Irelia,449,234,52.11581291759465
857,Viktor,Zed,425,233,54.8235294117647
858,Fiora,Yone,432,233,53.93518518518518
859,Thresh,Karma,476,233,48.94957983193277
860,Aphelios,Lulu,503,233,46.3220675944334
861,Lucian,Pyke,436,233,53.44036697247706
862,Viego,Akali,426,233,54.694835680751176
863,MissFortune,Thresh,456,233,51.09649122807017
864,Camille,Jayce,433,232,53.5796766743649
865,Rakan,Zed,423,232,54.84633569739953
866,Karma,Rakan,408,232,56.86274509803921
867,XinZhao,Yone,397,232,58.43828715365239
868,Sylas,Caitlyn,503,232,46.12326043737575
869,Blitzcrank,Lux,447,232,51.90156599552572
870,Lucian,Qiyana,516,232,44.96124031007752
871,Jhin,Vladimir,440,232,52.72727272727272
872,Xayah,Lulu,468,232,49.572649572649574
873,Vex,Viego,475,232,48.84210526315789
874,MissFortune,Jinx,484,232,47.93388429752066
875,Nami,Zed,485,232,47.83505154639175
876,Yasuo,Akali,447,232,51.90156599552572
877,Lulu,Vex,476,232,48.739495798319325
878,Akali,LeeSin,500,232,46.400000000000006
879,Pyke,Yone,432,232,53.70370370370371
880,Rakan,Jayce,430,232,53.95348837209303
881,Jhin,Ziggs,459,231,50.326797385620914
882,Leblanc,Thresh,466,231,49.57081545064378
883,Rakan,Yasuo,450,231,51.33333333333333
884,Talon,Leona,448,231,51.5625
885,Ekko,Viktor,472,231,48.940677966101696
886,Talon,Karma,456,231,50.6578947368421
887,Jhin,Morgana,407,231,56.75675675675676
888,Sett,Graves,437,231,52.8604118993135
889,Lucian,Vex,485,231,47.62886597938144
890,Karma,Lucian,468,231,49.358974358974365
891,Jinx,Pyke,444,231,52.02702702702703
892,Jinx,TwistedFate,445,230,51.68539325842697
893,Blitzcrank,Lulu,443,230,51.91873589164786
894,Jayce,Nami,447,230,51.45413870246085
895,Karma,Jayce,456,230,50.43859649122807
896,Lucian,Viktor,517,230,44.48742746615087
897,Vayne,Blitzcrank,414,230,55.55555555555556
898,Pyke,Ezreal,458,230,50.21834061135371
899,Yone,Leblanc,501,229,45.70858283433134
900,Kennen,Jhin,442,229,51.80995475113123
901,Leblanc,Lux,469,229,48.8272921108742
902,Qiyana,Camille,465,229,49.24731182795699
903,Thresh,Qiyana,439,229,52.16400911161732
904,Viego,XinZhao,443,229,51.69300225733634
905,Ziggs,Jhin,459,228,49.673202614379086
906,JarvanIV,Jhin,453,228,50.331125827814574
907,LeeSin,Xayah,488,228,46.72131147540984
908,Ezreal,Pyke,458,228,49.78165938864629
909,Rakan,Irelia,425,228,53.64705882352941
910,Jinx,Akshan,394,228,57.868020304568525
911,Ezreal,Vex,468,228,48.717948717948715
912,Lux,MissFortune,467,228,48.82226980728051
913,Yuumi,Ezreal,428,228,53.271028037383175
914,Hecarim,Jinx,466,228,48.927038626609445
915,Sylas,Camille,518,228,44.01544401544402
916,Graves,Kayn,413,227,54.9636803874092
917,Jhin,Tristana,441,227,51.47392290249433
918,Talon,Leblanc,418,227,54.30622009569378
919,MissFortune,Yasuo,428,227,53.0373831775701
920,Rakan,Ekko,436,227,52.06422018348624
921,Akali,Ezreal,477,227,47.58909853249476
922,Lux,Xayah,479,227,47.390396659707726
923,Camille,Viktor,451,227,50.332594235033255
924,Hecarim,Caitlyn,435,226,51.95402298850574
925,Nami,Sylas,431,226,52.43619489559165
926,Senna,Jhin,497,226,45.47283702213279
927,Jayce,Karma,456,226,49.56140350877193
928,Fiora,Graves,498,226,45.38152610441767
929,Vex,Talon,450,226,50.22222222222222
930,TwistedFate,Viego,409,226,55.256723716381416
931,Hecarim,Yone,437,226,51.7162471395881
932,Xerath,Jinx,461,226,49.0238611713666
933,Sett,Jinx,451,226,50.110864745011085
934,Talon,Yuumi,390,226,57.948717948717956
935,Jinx,Sett,451,225,49.889135254988915
936,Jinx,XinZhao,469,225,47.97441364605544
937,Jhin,JarvanIV,453,225,49.668874172185426
938,Jhin,Aatrox,447,225,50.33557046979866
939,Leona,Yasuo,443,225,50.79006772009029
940,Irelia,Nami,498,225,45.18072289156627
941,TwistedFate,Ezreal,416,225,54.08653846153846
942,Karma,Talon,456,225,49.34210526315789
943,Akali,Jinx,502,224,44.6215139442231
944,Shen,Jhin,440,224,50.90909090909091
945,Jayce,Aphelios,459,224,48.80174291938998
946,Ekko,Aphelios,425,224,52.70588235294118
947,Camille,Hecarim,422,224,53.08056872037915
948,Viktor,Camille,451,224,49.667405764966745
949,Talon,Vex,450,224,49.77777777777778
950,Leblanc,Lulu,443,224,50.56433408577878
951,Vex,Yasuo,432,224,51.85185185185185
952,Akali,Graves,498,224,44.97991967871486
953,Khazix,Graves,430,223,51.86046511627907
954,Yone,Jax,503,223,44.333996023856855
955,Vex,Leblanc,410,223,54.390243902439025
956,Akshan,LeeSin,399,223,55.88972431077694
957,Vayne,Nami,444,223,50.22522522522522
958,Syndra,LeeSin,457,223,48.796498905908095
959,Hecarim,Lulu,475,223,46.94736842105263
960,Vayne,Sett,376,223,59.308510638297875
961,Caitlyn,Vex,479,223,46.5553235908142
962,Aphelios,Caitlyn,499,223,44.68937875751503
963,Jax,Caitlyn,438,223,50.91324200913242
964,Tryndamere,Graves,410,223,54.390243902439025
965,Thresh,MissFortune,456,223,48.90350877192983
966,Nautilus,Thresh,431,223,51.74013921113689
967,Lucian,Jax,430,222,51.627906976744185
968,Blitzcrank,Yone,434,222,51.1520737327189
969,TwistedFate,Caitlyn,388,222,57.21649484536082
970,Aatrox,Jhin,447,222,49.664429530201346
971,Jayce,Leona,437,222,50.800915331807786
972,Jinx,Fiora,438,222,50.68493150684932
973,Nami,Vayne,444,221,49.77477477477478
974,Karma,Camille,472,221,46.82203389830508
975,Lulu,Leona,423,221,52.24586288416076
976,Pyke,Viego,424,221,52.12264150943396
977,Xayah,Thresh,410,220,53.65853658536586
978,Graves,Syndra,436,220,50.45871559633027
979,Viego,Blitzcrank,401,220,54.862842892768086
980,Yone,Xayah,437,220,50.34324942791763
981,Viktor,Qiyana,409,220,53.789731051344745
982,Talon,Xayah,438,220,50.2283105022831
983,Sylas,Leona,423,220,52.00945626477541
984,Talon,MissFortune,440,220,50.0
985,Jax,Irelia,418,220,52.63157894736842
986,Caitlyn,Akali,411,220,53.52798053527981
987,MissFortune,Talon,440,220,50.0
988,Viego,Yuumi,436,220,50.45871559633027
989,Jhin,Ryze,385,220,57.14285714285714
990,Yasuo,Yuumi,415,219,52.77108433734939
991,Vayne,Yuumi,388,219,56.44329896907217
992,Hecarim,LeeSin,422,219,51.8957345971564
993,Xerath,Caitlyn,387,219,56.58914728682171
994,Aphelios,Nami,504,219,43.452380952380956
995,Viktor,Akali,419,219,52.2673031026253
996,Darius,Jhin,437,219,50.11441647597255
997,Ekko,Vayne,489,219,44.785276073619634
998,Syndra,Jinx,419,219,52.2673031026253
999,Yasuo,Rakan,450,219,48.66666666666667
1000,Graves,Akshan,455,219,48.13186813186813
1001,Viktor,Nami,416,219,52.644230769230774
1002,Lulu,Leblanc,443,219,49.43566591422122
1003,Xayah,Jinx,460,219,47.608695652173914
1004,Lulu,Jax,421,219,52.01900237529691
1005,Blitzcrank,Lucian,436,219,50.22935779816514
1006,Yuumi,Thresh,457,218,47.70240700218819
1007,Jhin,Darius,437,218,49.88558352402746
1008,Xayah,Talon,438,218,49.77168949771689
1009,Nidalee,Jinx,434,218,50.23041474654379
1010,Yasuo,Leona,443,218,49.20993227990971
1011,Jayce,Leblanc,435,218,50.114942528735625
1012,Lux,Qiyana,485,218,44.948453608247426
1013,Vex,Jayce,409,217,53.0562347188264
1014,Vayne,Pyke,379,217,57.25593667546174
1015,Khazix,Yone,382,217,56.80628272251309
1016,Caitlyn,Draven,411,217,52.798053527980535
1017,Lucian,Blitzcrank,436,217,49.77064220183486
1018,Caitlyn,MissFortune,460,217,47.17391304347826
1019,Xayah,Yone,437,217,49.65675057208238
1020,Leona,Talon,448,217,48.4375
1021,Nami,Jayce,447,217,48.54586129753915
1022,Viktor,Aphelios,382,217,56.80628272251309
1023,Leblanc,Jayce,435,217,49.88505747126437
1024,Camille,Akali,396,216,54.54545454545454
1025,Yuumi,Viego,436,216,49.54128440366973
1026,Syndra,Graves,436,216,49.54128440366973
1027,Jinx,Nidalee,434,216,49.76958525345622
1028,Zed,Karma,405,216,53.333333333333336
1029,Graves,Twitch,421,216,51.306413301662715
1030,Viktor,Leona,396,216,54.54545454545454
1031,Rakan,Vayne,420,216,51.42857142857142
1032,Jhin,Shen,440,216,49.09090909090909
1033,Karma,Irelia,398,216,54.2713567839196
1034,Fiora,Jinx,438,216,49.31506849315068
1035,Sett,Yasuo,378,215,56.87830687830689
1036,Gragas,LeeSin,371,215,57.95148247978437
1037,Leona,Jayce,437,215,49.19908466819222
1038,Irelia,Sylas,449,215,47.88418708240535
1039,Akali,Yasuo,447,215,48.09843400447427
1040,Caitlyn,Jax,438,215,49.08675799086758
1041,Viego,Xayah,471,215,45.64755838641189
1042,Qiyana,Nami,427,215,50.35128805620609
1043,Lux,Blitzcrank,447,215,48.09843400447427
1044,Aphelios,Irelia,454,215,47.3568281938326
1045,Aphelios,Yasuo,459,215,46.84095860566449
1046,TwistedFate,Jinx,445,215,48.31460674157304
1047,TwistedFate,Camille,400,215,53.75
1048,Jinx,Kassadin,404,215,53.21782178217822
1049,Tristana,Jhin,441,214,48.52607709750567
1050,Ekko,Irelia,423,214,50.59101654846335
1051,Lulu,Draven,411,214,52.06812652068127
1052,XinZhao,Viego,443,214,48.306997742663654
1053,Viego,MissFortune,469,214,45.62899786780384
1054,Zed,Ekko,452,214,47.34513274336283
1055,Sylas,Vayne,456,214,46.92982456140351
1056,Lulu,Pyke,387,213,55.03875968992248
1057,Lulu,Blitzcrank,443,213,48.081264108352144
1058,Pyke,Jinx,444,213,47.97297297297297
1059,Lucian,Kaisa,469,213,45.41577825159915
